Company,city_concat,alt_name,NewsID,Year,Circ,City,State
independent,independentmarshall,,1070,1998,G,marshall,mn
minneapolis star tribune,minneapolis star tribuneminneapolis,,240,2013,B,minneapolis,mn
minnpost.com,minnpost.comminneapolis,,2142,2011,O,minneapolis,mn
minnpost,minnpostminneapolis,,2333,2016,O,minneapolis,mn
star tribune media company,star tribune media companyminneapolis,,2358,2015,A,minneapolis,mn
"star tribune, minneapolis","star tribune, minneapolisminneapolis",,2359,2016,A,minneapolis,mn
twin cities daily planet,twin cities daily planetminneapolis,,2395,2016,O,minneapolis,mn
the journal,the journalnew ulm,,1072,1995,G,new ulm,mn
owatonna people's press,owatonna people's pressowatonna,,1073,2000,G,owatonna,mn
red wing republican eagle,red wing republican eaglered wing,,1074,2000,G,red wing,mn
post-bulletin,post-bulletinrochester,,242,1998,E,rochester,mn
st. cloud times,st. cloud timesst. cloud,,1075,1998,E,st. cloud,mn
st. cloud times/times media,st. cloud times/times mediast. cloud,,2357,2016,E,st. cloud,mn
st. paul pioneer press,st. paul pioneer pressst. paul,,243,2002,C,st. paul,mn
stillwater gazette,stillwater gazettestillwater,,1076,2006,H,stillwater,mn
west central tribune,west central tribunewillmar,,1078,1999,F,willmar,mn
winona daily news,winona daily newswinona,,245,1998,F,winona,mn
daily globe,daily globeworthington,,1080,1998,F,worthington,mn
the examiner,the examinerblue springs,,1870,1995,G,blue springs,mo
boonville daily news,boonville daily newsboonville,,1099,2005,H,boonville,mo
branson tri-lakes new,branson tri-lakes newbranson,,2056,2014,F,branson,mo
the daily news-bulletin,the daily news-bulletinbrookfield,,1101,1998,H,brookfield,mo
lake sun leader,lake sun leadercamdenton,,2022,1994,H,camdenton,mo
southeast missourian,southeast missouriancape girardeau,,1102,2012,F,cape girardeau,mo
the daily democrat,the daily democratcarrollton,,1103,1994,H,carrollton,mo
the carthage press,the carthage presscarthage,,1104,1998,H,carthage,mo
constitution tribune,constitution tribunechillicothe,,1105,2008,H,chillicothe,mo
the clinton daily democrat,the clinton daily democratclinton,,1106,1998,H,clinton,mo
columbia daily tribune,columbia daily tribunecolumbia,,253,1998,F,columbia,mo
the columbia missourian,the columbia missouriancolumbia,,1107,2014,F,columbia,mo
the daily statesman,the daily statesmandexter,,1108,1998,H,dexter,mo
the fulton sun,the fulton sunfulton,,1113,2007,H,fulton,mo
hannibal courier-post,hannibal courier-posthannibal,,1115,1998,G,hannibal,mo
"the examiner, independence/the examiner, blue springs","the examiner, independence/the examiner, blue springsindependence",,1116,2012,H,independence,mo
jefferson city post-tribune and daily capital news,jefferson city post-tribune and daily capital newsjefferson city,,1118,1998,F,jefferson city,mo
the joplin globe,the joplin globejoplin,,254,2000,E,joplin,mo
the kansas city star,the kansas city starkansas city,,255,1997,B,kansas city,mo
the daily dunklin democrat,the daily dunklin democratkennett,,1119,1995,G,kennett,mo
kirksville daily express,kirksville daily expresskirksville,,1120,2005,H,kirksville,mo
the lebanon daily record,the lebanon daily recordlebanon,,1123,1998,H,lebanon,mo
chronicle-herald,chronicle-heraldmacon,,1125,2008,H,macon,mo
the marshall democrat-news,the marshall democrat-newsmarshall,,1126,1998,H,marshall,mo
maryville daily forum,maryville daily forummaryville,,1127,1998,H,maryville,mo
mexico ledger,mexico ledgermexico,,257,2001,G,mexico,mo
moberly monitor-index,moberly monitor-indexmoberly,,1128,2009,G,moberly,mo
times,timesmonett,,1130,1998,H,monett,mo
neosho daily news,neosho daily newsneosho,,1131,1998,H,neosho,mo
the nevada daily mail,the nevada daily mailnevada,,1132,2007,H,nevada,mo
the daily journal,the daily journalpark hills,,1112,1998,G,park hills,mo
daily american republic,daily american republicpoplar bluff,,1134,2011,F,poplar bluff,mo
the daily news,the daily newsrichmond,,1135,2006,H,richmond,mo
rolla daily news,rolla daily newsrolla,,1136,2007,H,rolla,mo
the sedalia democrat,the sedalia democratsedalia,,1139,1998,F,sedalia,mo
standard-democrat,standard-democratsikeston,,1140,1998,G,sikeston,mo
springfield news-leader,springfield news-leaderspringfield,,258,1997,D,springfield,mo
st. joseph news-press,st. joseph news-pressst. joseph,,260,1997,E,st. joseph,mo
st. louis post dispatch,st. louis post dispatchst. louis,,263,2014,B,st. louis,mo
st. louis beacon,st. louis beaconst. louis,,2135,2010,O,st. louis,mo
trenton republican-times,trenton republican-timestrenton,,1141,2005,H,trenton,mo
the daily star-journal,the daily star-journalwarrensburg,,1142,1998,H,warrensburg,mo
the daily guide,the daily guidewaynesville,,1143,2008,H,waynesville,mo
west plains daily quill,west plains daily quillwest plains,,1144,1997,G,west plains,mo
the sun herald,the sun heraldbiloxi,,247,1994,E,biloxi,ms
daily leader,daily leaderbrookhaven,,1081,1998,G,brookhaven,ms
press register,press registerclarksdale,,1082,1998,G,clarksdale,ms
the bolivar commercial,the bolivar commercialcleveland,,1083,1994,G,cleveland,ms
the commercial dispatch,the commercial dispatchcolumbus,Commercial Dispatch,1084,1997,F,columbus,ms
the daily corinthian,the daily corinthiancorinth,,1085,1994,G,corinth,ms
delta democrat times,delta democrat timesgreenville,,1086,1998,F,greenville,ms
the greenwood commonwealth,the greenwood commonwealthgreenwood,,248,1997,G,greenwood,ms
the daily star,the daily stargrenada,,1087,2008,G,grenada,ms
hattiesburg american,hattiesburg americanhattiesburg,,1088,1998,F,hattiesburg,ms
desoto times today,desoto times todayhernando,,2087,2001,G,hernando,ms
the clarion-ledger,the clarion-ledgerjackson,,249,1994,C,jackson,ms
laurel leader-call,laurel leader-calllaurel,,1089,2001,G,laurel,ms
enterprise-journal,enterprise-journalmccomb,,251,1997,F,mccomb,ms
the meridian star,the meridian starmeridian,,1090,1998,F,meridian,ms
the natchez democrat,the natchez democratnatchez,,252,1998,F,natchez,ms
the oxford eagle,the oxford eagleoxford,,1091,2003,G,oxford,ms
the mississippi press,the mississippi presspascagoula,,1092,1995,F,pascagoula,ms
picayune item,picayune itempicayune,,1791,1998,G,picayune,ms
starkville daily news,starkville daily newsstarkville,,1093,1999,G,starkville,ms
northeast mississippi daily journal,northeast mississippi daily journaltupelo,,1094,1998,E,tupelo,ms
the vicksburg post,the vicksburg postvicksburg,,1095,1998,F,vicksburg,ms
daily times leader,daily times leaderwest point,,1825,2006,H,west point,ms
billings gazette,billings gazettebillings,,265,1999,D,billings,mt
bozeman daily chronicle,bozeman daily chroniclebozeman,,1145,1998,F,bozeman,mt
the montana standard,the montana standardbutte,,1146,1994,F,butte,mt
great falls tribune,great falls tribunegreat falls,,266,1998,E,great falls,mt
ravalli republic,ravalli republichamilton,,1147,1998,G,hamilton,mt
havre daily news,havre daily newshavre,,1148,1998,H,havre,mt
helena independent record,helena independent recordhelena,,1149,2000,F,helena,mt
daily inter lake,daily inter lakekalispell,,1150,1999,F,kalispell,mt
the livingston enterprise,the livingston enterpriselivingston,,267,2005,H,livingston,mt
miles city star,miles city starmiles city,,1151,1998,H,miles city,mt
missoulian,missoulianmissoula,,268,1998,E,missoula,mt
new west,new westmissoula,,2179,2010,O,missoula,mt
Alhambra Source,Alhambra Sourcen/a,,2412,n/a,n/a,n/a,n/a
Bungalower,Bungalowern/a,,2413,n/a,n/a,n/a,n/a
Gannett Corporate,Gannett Corporaten/a,,2415,n/a,n/a,n/a,n/a
the citizen news-record,the citizen news-recordaberdeen,,2023,1995,H,aberdeen,nc
the courier-tribune,the courier-tribuneasheboro,,1280,1994,F,asheboro,nc
asheville citizen-times,asheville citizen-timesasheville,,303,1997,D,asheville,nc
high country press,high country pressboone,,2305,2016,F,boone,nc
times-news,times-newsburlington,,305,1998,E,burlington,nc
the charlotte observer,the charlotte observercharlotte,,306,1997,C,charlotte,nc
the sampson independent,the sampson independentclinton,,1826,1998,G,clinton,nc
independent tribune,independent tribuneconcord,,1282,2011,F,concord,nc
the daily record,the daily recorddunn,,1284,1994,G,dunn,nc
the herald-sun,the herald-sundurham,,1286,1997,D,durham,nc
the daily news,the daily newseden,,1827,1995,G,eden,nc
the daily advance,the daily advanceelizabeth city,,1287,1994,F,elizabeth city,nc
the fayetteville observer,the fayetteville observerfayetteville,,308,2000,D,fayetteville,nc
the daily courier,the daily courierforest city,,1828,1995,F,forest city,nc
the gaston gazette,the gaston gazettegastonia,,1289,1998,E,gastonia,nc
news-argus,news-argusgoldsboro,,1290,1999,F,goldsboro,nc
news & record,news & recordgreensboro,,309,1997,C,greensboro,nc
greensboro news-record,greensboro news-recordgreensboro,,2304,2015,D,greensboro,nc
cooke communications/the daily reflector,cooke communications/the daily reflectorgreenville,,1291,2014,F,greenville,nc
henderson daily dispatch,henderson daily dispatchhenderson,,311,2002,G,henderson,nc
times-news,times-newshendersonville,,312,1997,F,hendersonville,nc
hickory daily record,hickory daily recordhickory,,1292,1999,F,hickory,nc
high point enterprise,high point enterprisehigh point,,313,1997,E,high point,nc
the daily news,the daily newsjacksonville,,1293,2000,F,jacksonville,nc
kinston free press,kinston free presskinston,,1295,1999,F,kinston,nc
the laurinburg exchange,the laurinburg exchangelaurinburg,,2078,1998,G,laurinburg,nc
news-topic,news-topiclenoir,,1296,2000,F,lenoir,nc
the dispatch,the dispatchlexington,,1297,1994,F,lexington,nc
the robesonian,the robesonianlumberton,,1298,1995,F,lumberton,nc
the mcdowell news,the mcdowell newsmarion,,2015,1994,G,marion,nc
the enquirer-journal,the enquirer-journalmonroe,,1299,1994,F,monroe,nc
the news herald,the news heraldmorganton,,314,1995,F,morganton,nc
the mount airy news,the mount airy newsmount airy,,1829,1999,G,mount airy,nc
sun journal,sun journalnew bern,,1300,1998,F,new bern,nc
the observer-news-enterprise,the observer-news-enterprisenewton,,1301,1998,H,newton,nc
the news & observer,the news & observerraleigh,,315,1994,C,raleigh,nc
the reidsville review/eden daily news,the reidsville review/eden daily newsreidsville,,1303,2004,G,reidsville,nc
The Daily Herald,The Daily Heraldroanoke rapids,,1304,1997,F,roanoke rapids,nc
richmond county daily journal,richmond county daily journalrockingham,,1305,1998,G,rockingham,nc
rocky mount telegram,rocky mount telegramrocky mount,,1306,1998,F,rocky mount,nc
salisbury post,salisbury postsalisbury,,1307,1999,E,salisbury,nc
the sanford herald,the sanford heraldsanford,,1308,1998,F,sanford,nc
the shelby star,the shelby starshelby,,318,1998,F,shelby,nc
statesville record & landmark,statesville record & landmarkstatesville,,1309,2000,F,statesville,nc
the daily southerner,the daily southernertarboro,,1311,1995,G,tarboro,nc
the tryon daily bulletin,the tryon daily bulletintryon,,1313,2002,H,tryon,nc
washington daily news,washington daily newswashington,,319,1998,F,washington,nc
starnews media,starnews mediawilmington,,320,2013,E,wilmington,nc
the wilson times,the wilson timeswilson,,322,2013,F,wilson,nc
winston-salem journal,winston-salem journalwinston-salem,,1315,1997,D,winston-salem,nc
the bismarck tribune,the bismarck tribunebismarck,,323,1998,E,bismarck,nd
devils lake daily journal,devils lake daily journaldevils lake,,1316,2009,H,devils lake,nd
the dickinson press,the dickinson pressdickinson,,1317,2003,G,dickinson,nd
the forum,the forumfargo,,324,1994,D,fargo,nd
grand forks herald,grand forks heraldgrand forks,,325,1997,E,grand forks,nd
the jamestown sun,the jamestown sunjamestown,,1318,1998,G,jamestown,nd
minot daily news,minot daily newsminot,,1319,1998,E,minot,nd
valley city times-record,valley city times-recordvalley city,,1320,1998,H,valley city,nd
the daily news,the daily newswahpeton,,1321,1994,H,wahpeton,nd
williston daily herald,williston daily heraldwilliston,,1322,1998,G,williston,nd
alliance times-herald,alliance times-heraldalliance,,1152,2011,H,alliance,ne
beatrice daily sun,beatrice daily sunbeatrice,,1153,1998,G,beatrice,ne
columbus telegram,columbus telegramcolumbus,,1154,2000,F,columbus,ne
the journal,the journalfalls city,,1155,1994,H,falls city,ne
fremont tribune,fremont tribunefremont,,1156,1998,G,fremont,ne
the grand island independent,the grand island independentgrand island,,1157,1997,F,grand island,ne
hastings tribune,hastings tribunehastings,,1158,1999,F,hastings,ne
holdrege daily citizen,holdrege daily citizenholdredge,,1159,2004,H,holdredge,ne
kearney hub,kearney hubkearney,,1160,1998,F,kearney,ne
the journal star,the journal starlincoln,,269,1996,E,lincoln,ne
lincoln journal star,lincoln journal starlincoln,,269,1997,E,lincoln,ne
lee enterprises - lincoln hub,lee enterprises - lincoln hublincoln,,2317,2015,Hubs,lincoln,ne
mccook daily gazette,mccook daily gazettemccook,,1161,2004,G,mccook,ne
nebraska city news-press,nebraska city news-pressnebraska city,,1162,1999,H,nebraska city,ne
norfolk daily news,norfolk daily newsnorfolk,,1163,1998,F,norfolk,ne
the north platte telegraph,the north platte telegraphnorth platte,,1164,1998,F,north platte,ne
omaha world-herald,omaha world-heraldomaha,,271,1997,C,omaha,ne
star-herald,star-heraldscottsbluff,,272,1998,F,scottsbluff,ne
the telegraph,the telegraphsidney,,2049,1994,H,sidney,ne
sidney sun-telegraph,sidney sun-telegraphsidney,,2089,2002,H,sidney,ne
york news-times,york news-timesyork,,1165,2000,G,york,ne
mic network inc.,mic network inc.new york,,2330,2016,O,,
the berlin reporter,the berlin reporterberlin,,2077,2002,H,berlin,nh
the berlin daily sun,the berlin daily sunberlin,,2112,2009,G,berlin,nh
eagle times,eagle timesclaremont,,1173,1999,G,claremont,nh
concord monitor,concord monitorconcord,,276,1997,F,concord,nh
foster's daily democrat,foster's daily democratdover,,1174,2000,E,dover,nh
the keene sentinel,the keene sentinelkeene,,277,1998,F,keene,nh
citizen,citizenlaconia,,1175,1998,F,laconia,nh
the laconia daily sun,the laconia daily sunlaconia,,2113,2009,F,laconia,nh
the union leader,the union leadermanchester,,1176,2000,D,manchester,nh
the telegraph,the telegraphnashua,,1178,1994,E,nashua,nh
the conway daily sun,the conway daily sunnorth conway,,2050,2000,F,north conway,nh
portsmouth herald,portsmouth heraldportsmouth,,1179,1998,F,portsmouth,nh
gannett design studio - asbury park,gannett design studio - asbury parkasbury park,,2296,2015,Hubs,asbury park,nj
bridgeton evening news,bridgeton evening newsbridgeton,,1181,1998,G,bridgeton,nj
courier-post,courier-postcherry hill,,1182,1997,D,cherry hill,nj
home news tribune,home news tribuneeast brunswick,,285,1998,D,east brunswick,nj
the jersey journal,the jersey journaljersey city,,283,1994,D,jersey city,nj
nj spotlight,nj spotlightmontclair,,2195,2010,O,,
asbury park press,asbury park pressneptune,,1180,1997,C,neptune,nj
the star-ledger,the star-ledgernewark,,284,1994,B,newark,nj
new jersey herald,new jersey heraldnewton,,1188,2005,F,newton,nj
daily record,daily recordparsippany,,1186,2000,D,parsippany,nj
the press of atlantic city,the press of atlantic citypleasantville,,279,1997,D,pleasantville,nj
today's sunbeam,today's sunbeamsalem,,1190,1994,F,salem,nj
the franklin reporter & advocate,the franklin reporter & advocatesomerset,,2373,2016,O,somerset,nj
the courier news,the courier newssomerville,,280,2010,E,somerville,nj
the ocean county observer,the ocean county observertoms river,,1191,1994,F,toms river,nj
the trentonian,the trentoniantrenton,,288,1995,D,trenton,nj
the times,the timestrenton,,1192,1994,D,trenton,nj
the daily journal,the daily journalvineland,,289,1994,F,vineland,nj
herald news,herald newswest paterson,,286,2003,E,west paterson,nj
the herald news,the herald newswest paterson,,2375,2016,E,west paterson,nj
burlington county times,burlington county timeswillingboro,,1195,1998,E,willingboro,nj
the news tribune,the news tribunewoodbridge,,1196,1994,D,woodbridge,nj
the gloucester county times,the gloucester county timeswoodbury,,1197,1995,E,woodbury,nj
Bergen Record,Bergen Recordwoodland park,,282,2010,C,woodland park,nj
the record/herald news,the record/herald newswoodland park,,2383,2015,C,woodland park,nj
http://www.gloucestercitynews.net,http://www.gloucestercitynews.net,,2307,2016,O,,nj
alamogordo daily news,alamogordo daily newsalamogordo,,1198,1998,G,alamogordo,nm
albuquerque journal,albuquerque journalalbuquerque,,290,1997,C,albuquerque,nm
the albuquerque tribune,the albuquerque tribunealbuquerque,,485,1998,E,albuquerque,nm
the news mexico independent,the news mexico independentalbuquerque,,2202,2010,O,albuquerque,nm
artesia daily press,artesia daily pressartesia,,1199,2001,H,artesia,nm
carlsbad current-argus,carlsbad current-arguscarlsbad,,1200,1998,G,carlsbad,nm
carlsbad current argus,carlsbad current arguscarlsbad,,2271,2015,G,carlsbad,nm
clovis news journal,clovis news journalclovis,,1201,1998,G,clovis,nm
deming headlight,deming headlightdeming,,1792,2002,H,deming,nm
farmington daily times,farmington daily timesfarmington,,1202,2014,F,farmington,nm
the independent,the independentgallup,,1203,1994,F,gallup,nm
hobbs daily news-sun,hobbs daily news-sunhobbs,,1205,1998,F,hobbs,nm
las cruces sun-news,las cruces sun-newslas cruces,,1206,1998,F,las cruces,nm
las cruces sun-news,las cruces sun-newslas cruces sun-news,,2315,2015,E,las cruces sun-news,nm
las vegas optic,las vegas opticlas vegas,,1207,1999,G,las vegas,nm
los alamos monitor,los alamos monitorlos alamos,,1208,2000,G,los alamos,nm
the lovington daily leader,the lovington daily leaderlovington,,1209,2011,H,lovington,nm
portales news-tribune,portales news-tribuneportales,,1210,2001,H,portales,nm
sangre de cristo chronicle,sangre de cristo chroniclered river,,2353,2016,O,red river,nm
roswell daily record,roswell daily recordroswell,,1212,2002,F,roswell,nm
the santa fe new mexican,the santa fe new mexicansanta fe,,486,1998,F,santa fe,nm
silver city daily press & independent,silver city daily press & independentsilver city,,1213,1998,G,silver city,nm
nevada appeal,nevada appealcarson city,,1166,1998,F,carson city,nv
elko daily free press,elko daily free presselko,,1167,2001,G,elko,nv
ely daily times,ely daily timesely,,1168,1999,H,ely,nv
lahontan valley news and fallon eagle standard,lahontan valley news and fallon eagle standardfallon,,2010,2000,G,fallon,nv
las vegas sun,las vegas sunhenderson,,1171,2003,E,henderson,nv
las vegas review-journal,las vegas review-journallas vegas,,273,2011,C,las vegas,nv
reno gazette-journal,reno gazette-journalreno,,275,1997,D,reno,nv
daily sparks tribune,daily sparks tribunesparks,,2033,1998,G,sparks,nv
the humboldt sun,the humboldt sunwinnemucca,,2076,1998,H,winnemucca,nv
times union,times unionalbany,,487,1997,C,albany,ny
the recorder,the recorderamsterdam,,1216,1994,F,amsterdam,ny
citizen,citizenauburn,,1218,1998,F,auburn,ny
the daily news,the daily newsbatavia,,1219,1994,F,batavia,ny
press & sun-bulletin,press & sun-bulletinBinghamton,,489,2000,D,binghamton,ny
corner news media,corner news mediabrooklyn,,2282,2016,O,brooklyn,ny
slate magazine,slate magazinebrooklyn,,2356,2016,O,brooklyn,ny
the buffalo news,the buffalo newsbuffalo,,491,2001,C,buffalo,ny
messenger post newspapers,messenger post newspaperscanandaigua,,492,2009,F,canandaigua,ny
daily mail,daily mailcatskill,,1222,1999,G,catskill,ny
the daily editor,the daily editorcobleskill,,2052,1995,H,cobleskill,ny
the leader,the leadercorning,,1223,1994,F,corning,ny
cortland standard,cortland standardcortland,,1224,2001,F,cortland,ny
watershed post,watershed postdelhi,,2399,2016,O,delhi,ny
evening observer,evening observerdunkirk,,1225,1998,F,dunkirk,ny
star-gazette,star-gazetteelmira,,493,1998,E,elmira,ny
finger lakes times,finger lakes timesgeneva,,1227,1997,F,geneva,ny
the post-star,the post-starglens falls,,1228,1994,E,glens falls,ny
the leader-herald,the leader-heraldgloversville,,1230,1995,F,gloversville,ny
the evening telegram,the evening telegramherkimer,,1231,2012,G,herkimer,ny
the evening times,the evening timesherkimer,,1240,2011,H,herkimer,ny
evening tribune,evening tribunehornell,,1233,2013,G,hornell,ny
register-star,register-starhudson,,1235,1999,G,hudson,ny
the ithaca journal,the ithaca journalithaca,,1236,1997,F,ithaca,ny
post-journal,post-journaljamestown,,1238,2000,F,jamestown,ny
daily freeman,daily freemankingston,,1239,2000,F,kingston,ny
union-sun & journal,union-sun & journallockport,,1241,2001,F,lockport,ny
the malone telegram,the malone telegrammalone,,1244,1998,G,malone,ny
the journal-register,the journal-registermedina,,1246,1995,G,medina,ny
Newsday (Long Island),Newsday (Long Island)melville,,494,1994,A,melville,ny
the times herald-record,the times herald-recordmiddletown,,1247,2004,D,middletown,ny
times herald record,times herald recordmiddletown,,2393,2015,D,middletown,ny
new york post,new york postnew york,,291,1997,B,new york,ny
the new york times,the new york timesnew york,,292,1997,A,new york,ny
the wall street journal,the wall street journalnew york,,293,1994,A,new york,ny
new york daily news,new york daily newsnew york,,495,2013,A,new york,ny
journal of commerce,journal of commercenew york,,1251,1997,F,new york,ny
amnewyork,amnewyorknew york,,2123,2008,B,new york,ny
propublica,propublicanew york,,2199,2010,O,new york,ny
city limits,city limitsnew york,,2278,2016,O,new york,ny
imediaethics.org,imediaethics.orgnew york,,2308,2016,O,new york,ny
gotham gazette,gotham gazettenew york city,,2170,2010,O,new york city,ny
patch.com,patch.comnew york city,,2209,2011,O,new york city,ny
niagara gazette,niagara gazetteniagra falls,,1255,2007,F,niagra falls,ny
tonawanda news,tonawanda newsnorth tonawanda,,1256,1998,F,north tonawanda,ny
the evening sun,the evening sunnorwich,,1257,1994,G,norwich,ny
ogdensburg journal/advance news,ogdensburg journal/advance newsogdenburg,,2342,2015,G,ogdenburg,ny
the journal and courier-observer,the journal and courier-observerogdensburg,,1259,2008,F,ogdensburg,ny
times-herald,times-heraldolean,,1261,2001,F,olean,ny
the oneida daily dispatch,the oneida daily dispatchoneida,,1262,2006,G,oneida,ny
oneonta daily star,oneonta daily staroneonta,,294,1997,F,oneonta,ny
the palladium times,the palladium timesoswego,,1264,2008,G,oswego,ny
press-republican,press-republicanplattsburgh,,1266,1997,F,plattsburgh,ny
the tri-state gazette,the tri-state gazetteport jervis,,1268,1994,G,port jervis,ny
www.delawarecurrents.org,www.delawarecurrents.orgport jervis,,2405,2016,O,port jervis,ny
poughkeepsie journal,poughkeepsie journalpoughkeepsie,,1269,1998,E,poughkeepsie,ny
rochester democrat and chronicle,rochester democrat and chroniclerochester,,295,1999,C,rochester,ny
daily sentinel,daily sentinelrome,,1270,2012,F,rome,ny
salamanca press,salamanca presssalamanca,,1271,1998,H,salamanca,ny
adirondack daily enterprise,adirondack daily enterprisesaranac lake,,1272,1999,H,saranac lake,ny
the saratogian,the saratogiansaratoga springs,,1273,1994,F,saratoga springs,ny
the daily gazette,the daily gazetteschenectady,,296,2010,E,schenectady,ny
staten island advance,staten island advancestaten island,,1274,1997,D,staten island,ny
the post-standard,the post-standardsyracuse,,297,2003,C,syracuse,ny
syracuse newspapers,syracuse newspaperssyracuse,,298,1995,C,syracuse,ny
the record,the recordtroy,,1276,1996,E,troy,ny
observer-dispatch,observer-dispatchutica,,299,1997,D,utica,ny
watertown daily times,watertown daily timeswatertown,watertown daily times/the journal and courier-observer,301,2012,F,watertown,ny
wellsville daily reporter,wellsville daily reporterwellsville,,1277,2002,H,wellsville,ny
the rockland journal-news,the rockland journal-newswest nyack,,1258,1994,E,west nyack,ny
www.westchesterhispano.net,www.westchesterhispano.netwestchester county,,2406,2016,O,westchester county,ny
the journal news,the journal newswhite plains,,302,1999,C,white plains,ny
akron beacon journal,akron beacon journalakron,,326,1997,C,akron,oh
the  review,the  reviewalliance,,1323,2001,F,alliance,oh
ashland times-gazette,ashland times-gazetteashland,,1324,1998,F,ashland,oh
star beacon,star beaconashtabula,,1325,2002,F,ashtabula,oh
the athens messenger,the athens messengerathens,,1326,1998,F,athens,oh
beavercreek news-current,beavercreek news-currentbeavercreek,,1795,1998,H,beavercreek,oh
bellefontaine examiner,bellefontaine examinerbellefontaine,,1327,1998,G,bellefontaine,oh
bellevue gazette,bellevue gazettebellevue,,1328,2008,H,bellevue,oh
the sentinel-tribune,the sentinel-tribunebowling green,,1329,1998,F,bowling green,oh
the bryan times,the bryan timesbryan,,1330,1998,F,bryan,oh
telegraph-forum,telegraph-forumbucyrus,,1331,1998,G,bucyrus,oh
the daily jeffersonian,the daily jeffersoniancambridge,,1332,1996,F,cambridge,oh
the repository,the repositorycanton,,327,1994,D,canton,oh
the daily standard,the daily standardcelina,,1333,1994,F,celina,oh
chillicothe gazette,chillicothe gazettechillicothe,,1335,1998,F,chillicothe,oh
kypost.com,kypost.comcincinnati,,179,2010,O,cincinnati,oh
the cincinnati enquirer,the cincinnati enquirercincinnati,,328,1997,C,cincinnati,oh
the cincinnati post and the kentucky post,the cincinnati post and the kentucky postcincinnati,,329,2002,D,cincinnati,oh
herald,heraldcircleville,,1336,1998,G,circleville,oh
the plain dealer,the plain dealercleveland,,330,1994,B,cleveland,oh
columbus underground,columbus undergroundcolumbus,,2280,2016,O,columbus,oh
coshocton tribune,coshocton tribunecoshocton,,1338,2000,G,coshocton,oh
dayton daily news,dayton daily newsdayton,,334,1997,C,dayton,oh
cox consolidated copy desk & page design hubs - dayton,cox consolidated copy desk & page design hubs - daytondayton,,2284,2015,Hubs,dayton,oh
crescent-news,crescent-newsdefiance,,1830,1999,F,defiance,oh
the delaware gazette,the delaware gazettedelaware,,1340,2007,G,delaware,oh
delphos daily herald,delphos daily heralddelphos,,1341,2001,H,delphos,oh
the review,the revieweast liverpool,,1342,2000,F,east liverpool,oh
the chronicle-telegram,the chronicle-telegramelyria,,336,2001,E,elyria,oh
the courier,the courierfindlay,,1345,1994,E,findlay,oh
review times,review timesfostoria,,1346,2000,G,fostoria,oh
"the news-messenger/the news herald, port clinton","the news-messenger/the news herald, port clintonfremont",,1347,2004,F,fremont,oh
the galion inquirer,the galion inquirergalion,,1348,1998,H,galion,oh
gallipolis daily tribune,gallipolis daily tribunegallipolis,,1349,2004,H,gallipolis,oh
daily advocate,daily advocategreenville,,1352,2006,G,greenville,oh
journalnews & middletown journal,journalnews & middletown journalhamilton,,337,2014,F,hamilton,oh
times-gazette,times-gazettehillsboro,,1351,2007,H,hillsboro,oh
ironton tribune,ironton tribuneironton,,1354,2001,G,ironton,oh
kenton times,kenton timeskenton,,1355,1998,G,kenton,oh
lancaster eagle-gazette,lancaster eagle-gazettelancaster,,1356,2003,F,lancaster,oh
the lima news,the lima newslima,,1357,1997,E,lima,oh
morning journal,morning journallisbon,,1358,1998,F,lisbon,oh
logan daily news,logan daily newslogan,,1359,1998,H,logan,oh
the madison press,the madison presslondon,,1360,1994,G,london,oh
the morning journal,the morning journallorain,,338,1997,E,lorain,oh
news journal/telegraph-forum,news journal/telegraph-forummansfield,,1361,2009,E,mansfield,oh
richland source,richland sourcemansfield,,2349,2016,O,mansfield,oh
the marietta times,the marietta timesmarietta,,1362,1998,F,marietta,oh
the marion star,the marion starmarion,,1363,1999,F,marion,oh
the times-leader,the times-leadermartins ferry,,1364,1994,F,martins ferry,oh
marysville journal-tribune,marysville journal-tribunemarysville,,1365,1997,G,marysville,oh
the independent,the independentmassillon,,1366,2001,F,massillon,oh
the medina county gazette,the medina county gazettemedina,,1367,1994,F,medina,oh
the middletown journal,the middletown journalmiddletown,,1368,2004,F,middletown,oh
mount vernon news,mount vernon newsmount vernon,,1369,2007,G,mount vernon,oh
northwest signal,northwest signalnapoleon,,1370,2009,G,napoleon,oh
the times reporter,the times reporternew philadelphia,,1373,2003,F,new philadelphia,oh
the advocate,the advocatenewark,,340,1996,F,newark,oh
norwalk reflector,norwalk reflectornorwalk,,341,1998,G,norwalk,oh
piqua daily call,piqua daily callpiqua,,1374,1998,G,piqua,oh
the daily sentinel,the daily sentinelpomeroy,,1375,1994,H,pomeroy,oh
news-herald,news-heraldport clinton,,1376,1999,G,port clinton,oh
the portsmouth daily times,the portsmouth daily timesportsmouth,,1377,2001,F,portsmouth,oh
record-courier,record-courierravenna,,339,1997,F,ravenna,oh
salem news,salem newssalem,,1379,2008,G,salem,oh
sandusky register,sandusky registersandusky,,1380,1998,F,sandusky,oh
the sidney daily news,the sidney daily newssidney,,1382,1998,F,sidney,oh
springfield news-sun,springfield news-sunspringfield,,1383,1997,E,springfield,oh
the evening leader,the evening leaderst. marys,,1378,1998,G,st. marys,oh
weirton daily times,weirton daily timessteubenville,herald-star/weirton daily times,1385,2008,F,steubenville,oh
the advertiser-tribune,the advertiser-tribunetiffin,,1386,1994,F,tiffin,oh
